game_id,pokemon_id,form_id,stat_id,base_stat,effort_yield
1,22,1,6,100,
1,22,1,7,61,
1,23,1,1,35,
1,23,1,2,60,
1,23,1,3,44,
1,23,1,6,55,
1,23,1,7,40,
1,24,1,1,60,
1,24,1,2,85,
1,24,1,3,69,
1,24,1,6,80,
1,24,1,7,65,
1,25,1,1,35,
1,25,1,2,55,
1,25,1,3,30,
1,25,1,6,90,
1,25,1,7,50,
1,26,1,1,60,
1,26,1,2,90,
1,26,1,3,55,
1,26,1,6,100,
1,26,1,7,90,
1,27,1,1,50,
1,27,1,2,75,
1,27,1,3,85,
1,27,1,6,40,
1,27,1,7,30,
1,28,1,1,75,
1,28,1,2,100,
1,28,1,3,110,
1,28,1,6,65,
1,28,1,7,55,
1,29,1,1,55,
1,29,1,2,47,
1,29,1,3,52,
1,29,1,6,41,
1,29,1,7,40,
1,30,1,1,70,
1,30,1,2,62,
1,30,1,3,67,
1,30,1,6,56,
1,30,1,7,55,
1,31,1,1,90,
1,31,1,2,82,
1,31,1,3,87,
1,31,1,6,76,
1,31,1,7,75,
1,32,1,1,46,
1,32,1,2,57,
1,32,1,3,40,
1,32,1,6,50,
1,32,1,7,40,
1,33,1,1,61,
1,33,1,2,72,
1,33,1,3,57,
1,33,1,6,65,
1,33,1,7,55,
1,34,1,1,81,
1,34,1,2,92,
1,34,1,3,77,
1,34,1,6,85,
1,34,1,7,75,
1,35,1,1,70,
1,35,1,2,45,
1,35,1,3,48,
1,35,1,6,35,
1,35,1,7,60,
1,36,1,1,95,
1,36,1,2,70,
1,36,1,3,73,
1,36,1,6,60,
1,36,1,7,85,
1,37,1,1,38,
1,37,1,2,41,
1,37,1,3,40,
1,37,1,6,65,
1,37,1,7,65,
1,38,1,1,73,
1,38,1,2,76,
1,38,1,3,75,
1,38,1,6,100,
1,38,1,7,100,
1,39,1,1,115,
1,39,1,2,45,
1,39,1,3,20,
1,39,1,6,20,
1,39,1,7,25,
1,40,1,1,140,
1,40,1,2,70,
1,40,1,3,45,
1,40,1,6,45,
1,40,1,7,50,
1,41,1,1,40,
1,41,1,2,45,
1,41,1,3,35,
1,41,1,6,55,
1,41,1,7,40,
1,42,1,1,75,
1,42,1,2,80,
1,42,1,3,70,
1,42,1,6,90,
1,42,1,7,75,
1,43,1,1,45,
1,43,1,2,50,
1,43,1,3,55,
1,43,1,6,30,
1,43,1,7,75,
1,44,1,1,60,
1,44,1,2,65,
1,44,1,3,70,
1,44,1,6,40,
1,44,1,7,85,
1,45,1,1,75,
1,45,1,2,80,
1,45,1,3,85,
1,45,1,6,50,
1,45,1,7,100,
1,46,1,1,35,
1,46,1,2,70,
1,46,1,3,55,
1,46,1,6,25,
1,46,1,7,55,
1,47,1,1,60,
1,47,1,2,95,
1,47,1,3,80,
1,47,1,6,30,
1,47,1,7,80,
1,48,1,1,60,
1,48,1,2,55,
1,48,1,3,50,
1,48,1,6,45,
1,48,1,7,40,
1,49,1,1,70,
1,49,1,2,65,
1,49,1,3,60,
1,49,1,6,90,
1,49,1,7,90,
1,50,1,1,10,
1,50,1,2,55,
1,50,1,3,25,
1,50,1,6,95,
1,50,1,7,45,
1,51,1,1,35,
1,51,1,2,80,
1,51,1,3,50,
1,51,1,6,120,
1,51,1,7,70,
1,52,1,1,40,
1,52,1,2,45,
1,52,1,3,35,
1,52,1,6,90,
1,52,1,7,40,
1,53,1,1,65,
1,53,1,2,70,
1,53,1,3,60,
1,53,1,6,115,
1,53,1,7,65,
1,54,1,1,50,
1,54,1,2,52,
1,54,1,3,48,
1,54,1,6,55,
1,54,1,7,50,
1,55,1,1,80,
1,55,1,2,82,
1,55,1,3,78,
1,55,1,6,85,
1,55,1,7,80,
1,56,1,1,40,
1,56,1,2,80,
1,56,1,3,35,
1,56,1,6,70,
1,56,1,7,35,
1,57,1,1,65,
1,57,1,2,105,
1,57,1,3,60,
1,57,1,6,95,
1,57,1,7,60,
1,58,1,1,55,
1,58,1,2,70,
1,58,1,3,45,
1,58,1,6,60,
1,58,1,7,50,
1,59,1,1,90,
1,59,1,2,110,
1,59,1,3,80,
1,59,1,6,95,
1,59,1,7,80,
1,60,1,1,40,
1,60,1,2,50,
1,60,1,3,40,
1,60,1,6,90,
1,60,1,7,40,
1,61,1,1,65,
1,61,1,2,65,
1,61,1,3,65,
1,61,1,6,90,
1,61,1,7,50,
1,62,1,1,90,
1,62,1,2,85,
1,62,1,3,95,
1,62,1,6,70,
1,62,1,7,70,
1,63,1,1,25,
1,63,1,2,20,
1,63,1,3,15,
1,63,1,6,90,
1,63,1,7,105,
1,64,1,1,40,
1,64,1,2,35,
1,64,1,3,30,
1,64,1,6,105,
1,64,1,7,120,
1,65,1,1,55,
1,65,1,2,50,
1,65,1,3,45,
1,65,1,6,120,
1,65,1,7,135,
1,66,1,1,70,
1,66,1,2,80,
1,66,1,3,50,
1,66,1,6,35,
1,66,1,7,35,
1,67,1,1,80,
1,67,1,2,100,
1,67,1,3,70,
1,67,1,6,45,
1,67,1,7,50,
1,68,1,1,90,
1,68,1,2,130,
1,68,1,3,80,
1,68,1,6,55,
1,68,1,7,65,
1,69,1,1,50,
1,69,1,2,75,
1,69,1,3,35,
1,69,1,6,40,
1,69,1,7,70,
1,70,1,1,65,
1,70,1,2,90,
1,70,1,3,50,
1,70,1,6,55,
1,70,1,7,85,
1,71,1,1,80,
1,71,1,2,105,
1,71,1,3,65,
1,71,1,6,70,
1,71,1,7,100,
1,72,1,1,40,
1,72,1,2,40,
1,72,1,3,35,
1,72,1,6,70,
1,72,1,7,100,
1,73,1,1,80,
1,73,1,2,70,
1,73,1,3,65,
1,73,1,6,100,
1,73,1,7,120,
1,74,1,1,40,
1,74,1,2,80,
1,74,1,3,100,
1,74,1,6,20,
1,74,1,7,30,
1,75,1,1,55,
1,75,1,2,95,
1,75,1,3,115,
1,75,1,6,35,
1,75,1,7,45,
1,76,1,1,80,
1,76,1,2,110,
1,76,1,3,130,
1,76,1,6,45,
1,76,1,7,55,
1,77,1,1,50,
1,77,1,2,85,
1,77,1,3,55,
1,77,1,6,90,
1,77,1,7,65,
1,78,1,1,65,
1,78,1,2,100,
1,78,1,3,70,
1,78,1,6,105,
1,78,1,7,80,
1,79,1,1,90,
1,79,1,2,65,
1,79,1,3,65,
1,79,1,6,15,
1,79,1,7,40,
1,80,1,1,95,
1,80,1,2,75,
1,80,1,3,110,
1,80,1,6,30,
1,80,1,7,80,
1,81,1,1,25,
1,81,1,2,35,
1,81,1,3,70,
1,81,1,6,45,
1,81,1,7,95,
1,82,1,1,50,
1,82,1,2,60,
1,82,1,3,95,
1,82,1,6,70,
1,82,1,7,120,
1,83,1,1,52,
1,83,1,2,65,
1,83,1,3,55,
1,83,1,6,60,
1,83,1,7,58,
1,84,1,1,35,
1,84,1,2,85,
1,84,1,3,45,
1,84,1,6,75,
1,84,1,7,35,
1,85,1,1,60,
1,85,1,2,110,
1,85,1,3,70,
1,85,1,6,100,
1,85,1,7,60,
1,86,1,1,65,
1,86,1,2,45,
1,86,1,3,55,
1,86,1,6,45,
1,86,1,7,70,
1,87,1,1,90,
1,87,1,2,70,
1,87,1,3,80,
1,87,1,6,70,
1,87,1,7,95,
1,88,1,1,80,
1,88,1,2,80,
1,88,1,3,50,
1,88,1,6,25,
1,88,1,7,40,
1,89,1,1,105,
1,89,1,2,105,
1,89,1,3,75,
1,89,1,6,50,
1,89,1,7,65,
1,90,1,1,30,
1,90,1,2,65,
1,90,1,3,100,
1,90,1,6,40,
1,90,1,7,45,
1,91,1,1,50,
1,91,1,2,95,
1,91,1,3,180,
1,91,1,6,70,
1,91,1,7,85,
1,92,1,1,30,
1,92,1,2,35,
1,92,1,3,30,
1,92,1,6,80,
1,92,1,7,100,
1,93,1,1,45,
1,93,1,2,50,
1,93,1,3,45,
1,93,1,6,95,
1,93,1,7,115,
1,94,1,1,60,
1,94,1,2,65,
1,94,1,3,60,
1,94,1,6,110,
1,94,1,7,130,
1,95,1,1,35,
1,95,1,2,45,
1,95,1,3,160,
1,95,1,6,70,
1,95,1,7,30,
1,96,1,1,60,
1,96,1,2,48,
1,96,1,3,45,
1,96,1,6,42,
1,96,1,7,90,
1,97,1,1,85,
1,97,1,2,73,
1,97,1,3,70,
1,97,1,6,67,
1,97,1,7,115,
1,98,1,1,30,
1,98,1,2,105,
1,98,1,3,90,
1,98,1,6,50,
1,98,1,7,25,
1,99,1,1,55,
1,99,1,2,130,
1,99,1,3,115,
1,99,1,6,75,
1,99,1,7,50,
1,100,1,1,40,
1,100,1,2,30,
1,100,1,3,50,
1,100,1,6,100,
1,100,1,7,55,
1,101,1,1,60,
1,101,1,2,50,
1,101,1,3,70,
1,101,1,6,140,
1,101,1,7,80,
1,102,1,1,60,
1,102,1,2,40,
1,102,1,3,80,
1,102,1,6,40,
1,102,1,7,60,
1,103,1,1,95,
1,103,1,2,95,
1,103,1,3,85,
1,103,1,6,55,
1,103,1,7,125,
1,104,1,1,50,
1,104,1,2,50,
1,104,1,3,95,
1,104,1,6,35,
1,104,1,7,40,
1,105,1,1,60,
1,105,1,2,80,
1,105,1,3,110,
1,105,1,6,45,
1,105,1,7,50,
1,106,1,1,50,
1,106,1,2,120,
1,106,1,3,53,
1,106,1,6,87,
1,106,1,7,35,
1,107,1,1,50,
1,107,1,2,105,
1,107,1,3,79,
1,107,1,6,76,
1,107,1,7,35,
1,108,1,1,90,
1,108,1,2,55,
1,108,1,3,75,
1,108,1,6,30,
1,108,1,7,60,
1,109,1,1,40,
1,109,1,2,65,
1,109,1,3,95,
1,109,1,6,35,
1,109,1,7,60,
1,110,1,1,65,
1,110,1,2,90,
1,110,1,3,120,
1,110,1,6,60,
1,110,1,7,85,
1,111,1,1,80,
1,111,1,2,85,
1,111,1,3,95,
1,111,1,6,25,
1,111,1,7,30,
1,112,1,1,105,
1,112,1,2,130,
1,112,1,3,120,
1,112,1,6,40,
1,112,1,7,45,
1,113,1,1,250,
1,113,1,2,5,
1,113,1,3,5,
1,113,1,6,50,
1,113,1,7,105,
1,114,1,1,65,
1,114,1,2,55,
1,114,1,3,115,
1,114,1,6,60,
1,114,1,7,100,
1,115,1,1,105,
1,115,1,2,95,
1,115,1,3,80,
1,115,1,6,90,
1,115,1,7,40,
1,116,1,1,30,
1,116,1,2,40,
1,116,1,3,70,
1,116,1,6,60,
1,116,1,7,70,
1,117,1,1,55,
1,117,1,2,65,
1,117,1,3,95,
1,117,1,6,85,
1,117,1,7,95,
1,118,1,1,45,
1,118,1,2,67,
1,118,1,3,60,
1,118,1,6,63,
1,118,1,7,50,
1,119,1,1,80,
1,119,1,2,92,
1,119,1,3,65,
1,119,1,6,68,
1,119,1,7,80,
1,120,1,1,30,
1,120,1,2,45,
1,120,1,3,55,
1,120,1,6,85,
1,120,1,7,70,
1,121,1,1,60,
1,121,1,2,75,
1,121,1,3,85,
1,121,1,6,115,
1,121,1,7,100,
1,122,1,1,40,
1,122,1,2,45,
1,122,1,3,65,
1,122,1,6,90,
1,122,1,7,100,
1,123,1,1,70,
1,123,1,2,110,
1,123,1,3,80,
1,123,1,6,105,
1,123,1,7,55,
1,124,1,1,65,
1,124,1,2,50,
1,124,1,3,35,
1,124,1,6,95,
1,124,1,7,95,
1,125,1,1,65,
1,125,1,2,83,
1,125,1,3,57,
1,125,1,6,105,
1,125,1,7,85,
1,126,1,1,65,
1,126,1,2,95,
1,126,1,3,57,
1,126,1,6,93,
1,126,1,7,85,
1,127,1,1,65,
1,127,1,2,125,
1,127,1,3,100,
1,127,1,6,85,
1,127,1,7,55,
1,128,1,1,75,
1,128,1,2,100,
1,128,1,3,95,
1,128,1,6,110,
1,128,1,7,70,
1,129,1,1,20,
1,129,1,2,10,
1,129,1,3,55,
1,129,1,6,80,
1,129,1,7,20,
1,130,1,1,95,
1,130,1,2,125,
1,130,1,3,79,
1,130,1,6,81,
1,130,1,7,100,
1,131,1,1,130,
1,131,1,2,85,
1,131,1,3,80,
1,131,1,6,60,
1,131,1,7,95,
1,132,1,1,48,
1,132,1,2,48,
1,132,1,3,48,
1,132,1,6,48,
1,132,1,7,48,
1,133,1,1,55,
1,133,1,2,55,
1,133,1,3,50,
1,133,1,6,55,
1,133,1,7,65,
1,134,1,1,130,
1,134,1,2,65,
1,134,1,3,60,
1,134,1,6,65,
1,134,1,7,110,
1,135,1,1,65,
1,135,1,2,65,
1,135,1,3,60,
1,135,1,6,130,
1,135,1,7,110,
1,136,1,1,65,
1,136,1,2,130,
1,136,1,3,60,
1,136,1,6,65,
1,136,1,7,110,
1,137,1,1,65,
1,137,1,2,60,
1,137,1,3,70,
1,137,1,6,40,
1,137,1,7,75,
1,138,1,1,35,
1,138,1,2,40,
1,138,1,3,100,
1,138,1,6,35,
1,138,1,7,90,
1,139,1,1,70,
1,139,1,2,60,
1,139,1,3,125,
1,139,1,6,55,
1,139,1,7,115,
1,140,1,1,30,
1,140,1,2,80,
1,140,1,3,90,
1,140,1,6,55,
1,140,1,7,45,
1,141,1,1,60,
1,141,1,2,115,
1,141,1,3,105,
1,141,1,6,80,
1,141,1,7,70,
1,142,1,1,80,
1,142,1,2,105,
1,142,1,3,65,
1,142,1,6,130,
1,142,1,7,60,
1,143,1,1,160,
1,143,1,2,110,
1,143,1,3,65,
1,143,1,6,30,
1,143,1,7,65,
1,144,1,1,90,
1,144,1,2,85,
1,144,1,3,100,
1,144,1,6,85,
1,144,1,7,125,
1,145,1,1,90,
1,145,1,2,90,
1,145,1,3,85,
1,145,1,6,100,
1,145,1,7,125,
1,146,1,1,90,
1,146,1,2,100,
1,146,1,3,90,
1,146,1,6,90,
1,146,1,7,125,
1,147,1,1,41,
1,147,1,2,64,
1,147,1,3,45,
1,147,1,6,50,
1,147,1,7,50,
1,148,1,1,61,
1,148,1,2,84,
1,148,1,3,65,
1,148,1,6,70,
1,148,1,7,70,
1,149,1,1,91,
1,149,1,2,134,
1,149,1,3,95,
1,149,1,6,80,
1,149,1,7,100,
1,150,1,1,106,
1,150,1,2,110,
1,150,1,3,90,
1,150,1,6,130,
1,150,1,7,154,
1,151,1,1,100,
1,151,1,2,100,
1,151,1,3,100,
1,151,1,6,100,
1,151,1,7,100,
2,1,1,1,45,
2,1,1,2,49,
2,1,1,3,49,
2,1,1,6,45,
2,1,1,7,65,
2,2,1,1,60,
2,2,1,2,62,
2,2,1,3,63,
2,2,1,6,60,
2,2,1,7,80,
2,3,1,1,80,
2,3,1,2,82,
2,3,1,3,83,
2,3,1,6,80,
2,3,1,7,100,
2,4,1,1,39,
2,4,1,2,52,
2,4,1,3,43,
2,4,1,6,65,
2,4,1,7,50,
2,5,1,1,58,
2,5,1,2,64,
2,5,1,3,58,
2,5,1,6,80,
2,5,1,7,65,
2,6,1,1,78,
2,6,1,2,84,
2,6,1,3,78,
2,6,1,6,100,
2,6,1,7,85,
2,7,1,1,44,
2,7,1,2,48,
2,7,1,3,65,
2,7,1,6,43,
2,7,1,7,50,
2,8,1,1,59,
2,8,1,2,63,
2,8,1,3,80,
2,8,1,6,58,
2,8,1,7,65,
2,9,1,1,79,
2,9,1,2,83,
2,9,1,3,100,
2,9,1,6,78,
2,9,1,7,85,
2,10,1,1,45,
2,10,1,2,30,
2,10,1,3,35,
2,10,1,6,45,
2,10,1,7,20,
2,11,1,1,50,
2,11,1,2,20,
2,11,1,3,55,
2,11,1,6,30,
2,11,1,7,25,
2,12,1,1,60,
2,12,1,2,45,
2,12,1,3,50,
2,12,1,6,70,
2,12,1,7,80,
2,13,1,1,40,
2,13,1,2,35,
2,13,1,3,30,
2,13,1,6,50,
2,13,1,7,20,
2,14,1,1,45,
2,14,1,2,25,
2,14,1,3,50,
2,14,1,6,35,
2,14,1,7,25,
2,15,1,1,65,
2,15,1,2,80,
2,15,1,3,40,
2,15,1,6,75,
2,15,1,7,45,
2,16,1,1,40,
2,16,1,2,45,
2,16,1,3,40,
2,16,1,6,56,
2,16,1,7,35,
2,17,1,1,63,
2,17,1,2,60,
2,17,1,3,55,
2,17,1,6,71,
2,17,1,7,50,
2,18,1,1,83,
2,18,1,2,80,
2,18,1,3,75,
2,18,1,6,91,
2,18,1,7,70,
2,19,1,1,30,
2,19,1,2,56,
2,19,1,3,35,
2,19,1,6,72,
2,19,1,7,25,
2,20,1,1,55,
2,20,1,2,81,
2,20,1,3,60,
2,20,1,6,97,
2,20,1,7,50,
2,21,1,1,40,
2,21,1,2,60,
2,21,1,3,30,
2,21,1,6,70,
2,21,1,7,31,
2,22,1,1,65,
2,22,1,2,90,
2,22,1,3,65,
2,22,1,6,100,
2,22,1,7,61,
2,23,1,1,35,
2,23,1,2,60,
2,23,1,3,44,
2,23,1,6,55,
2,23,1,7,40,
2,24,1,1,60,
2,24,1,2,85,
2,24,1,3,69,
2,24,1,6,80,
2,24,1,7,65,
2,25,1,1,35,
2,25,1,2,55,
2,25,1,3,30,
2,25,1,6,90,
2,25,1,7,50,
2,26,1,1,60,
2,26,1,2,90,
2,26,1,3,55,
2,26,1,6,100,
2,26,1,7,90,
2,27,1,1,50,
2,27,1,2,75,
2,27,1,3,85,
2,27,1,6,40,
2,27,1,7,30,
2,28,1,1,75,
2,28,1,2,100,
2,28,1,3,110,
2,28,1,6,65,
2,28,1,7,55,
2,29,1,1,55,
2,29,1,2,47,
2,29,1,3,52,
2,29,1,6,41,
2,29,1,7,40,
2,30,1,1,70,
2,30,1,2,62,
2,30,1,3,67,
2,30,1,6,56,
2,30,1,7,55,
2,31,1,1,90,
2,31,1,2,82,
2,31,1,3,87,
2,31,1,6,76,
2,31,1,7,75,
2,32,1,1,46,
2,32,1,2,57,
2,32,1,3,40,
2,32,1,6,50,
2,32,1,7,40,
2,33,1,1,61,
2,33,1,2,72,
2,33,1,3,57,
2,33,1,6,65,
2,33,1,7,55,
2,34,1,1,81,
2,34,1,2,92,
2,34,1,3,77,
2,34,1,6,85,
2,34,1,7,75,
2,35,1,1,70,
2,35,1,2,45,
2,35,1,3,48,
2,35,1,6,35,
2,35,1,7,60,
2,36,1,1,95,
2,36,1,2,70,
2,36,1,3,73,
2,36,1,6,60,
2,36,1,7,85,
2,37,1,1,38,
2,37,1,2,41,
2,37,1,3,40,
2,37,1,6,65,
2,37,1,7,65,
2,38,1,1,73,
2,38,1,2,76,
2,38,1,3,75,
2,38,1,6,100,
2,38,1,7,100,
2,39,1,1,115,
2,39,1,2,45,
2,39,1,3,20,
2,39,1,6,20,
2,39,1,7,25,
2,40,1,1,140,
2,40,1,2,70,
2,40,1,3,45,
2,40,1,6,45,
2,40,1,7,50,
2,41,1,1,40,
2,41,1,2,45,
2,41,1,3,35,
2,41,1,6,55,
2,41,1,7,40,
2,42,1,1,75,
2,42,1,2,80,
2,42,1,3,70,
2,42,1,6,90,
2,42,1,7,75,
2,43,1,1,45,
2,43,1,2,50,
2,43,1,3,55,
2,43,1,6,30,
2,43,1,7,75,
2,44,1,1,60,
2,44,1,2,65,
2,44,1,3,70,
2,44,1,6,40,
2,44,1,7,85,
2,45,1,1,75,
2,45,1,2,80,
2,45,1,3,85,
2,45,1,6,50,
2,45,1,7,100,
2,46,1,1,35,
2,46,1,2,70,
2,46,1,3,55,
2,46,1,6,25,
2,46,1,7,55,
2,47,1,1,60,
2,47,1,2,95,
2,47,1,3,80,
2,47,1,6,30,
2,47,1,7,80,
2,48,1,1,60,
2,48,1,2,55,
2,48,1,3,50,
2,48,1,6,45,
2,48,1,7,40,
2,49,1,1,70,
2,49,1,2,65,
2,49,1,3,60,
2,49,1,6,90,
2,49,1,7,90,
2,50,1,1,10,
2,50,1,2,55,
2,50,1,3,25,
2,50,1,6,95,
2,50,1,7,45,
2,51,1,1,35,
2,51,1,2,80,
2,51,1,3,50,
2,51,1,6,120,
2,51,1,7,70,
2,52,1,1,40,
2,52,1,2,45,
2,52,1,3,35,
2,52,1,6,90,
2,52,1,7,40,
2,53,1,1,65,
2,53,1,2,70,
2,53,1,3,60,
2,53,1,6,115,
2,53,1,7,65,
2,54,1,1,50,
2,54,1,2,52,
2,54,1,3,48,
2,54,1,6,55,
2,54,1,7,50,
2,55,1,1,80,
2,55,1,2,82,
2,55,1,3,78,
2,55,1,6,85,
2,55,1,7,80,
2,56,1,1,40,
2,56,1,2,80,
2,56,1,3,35,
2,56,1,6,70,
2,56,1,7,35,
2,57,1,1,65,
2,57,1,2,105,
2,57,1,3,60,
2,57,1,6,95,
2,57,1,7,60,
2,58,1,1,55,
2,58,1,2,70,
2,58,1,3,45,
2,58,1,6,60,
2,58,1,7,50,
2,59,1,1,90,
2,59,1,2,110,
2,59,1,3,80,
2,59,1,6,95,
2,59,1,7,80,
2,60,1,1,40,
2,60,1,2,50,
2,60,1,3,40,
2,60,1,6,90,
2,60,1,7,40,
2,61,1,1,65,
2,61,1,2,65,
2,61,1,3,65,
2,61,1,6,90,
2,61,1,7,50,
2,62,1,1,90,
2,62,1,2,85,
2,62,1,3,95,
2,62,1,6,70,
2,62,1,7,70,
2,63,1,1,25,
2,63,1,2,20,
2,63,1,3,15,
2,63,1,6,90,
2,63,1,7,105,
2,64,1,1,40,
2,64,1,2,35,
2,64,1,3,30,
2,64,1,6,105,
2,64,1,7,120,
2,65,1,1,55,
2,65,1,2,50,
2,65,1,3,45,
2,65,1,6,120,
2,65,1,7,135,
2,66,1,1,70,
2,66,1,2,80,
2,66,1,3,50,
2,66,1,6,35,
2,66,1,7,35,
2,67,1,1,80,
2,67,1,2,100,
2,67,1,3,70,
2,67,1,6,45,
2,67,1,7,50,
2,68,1,1,90,
2,68,1,2,130,
2,68,1,3,80,
2,68,1,6,55,
2,68,1,7,65,
2,69,1,1,50,
2,69,1,2,75,
2,69,1,3,35,
2,69,1,6,40,
2,69,1,7,70,
2,70,1,1,65,
2,70,1,2,90,
2,70,1,3,50,
2,70,1,6,55,
2,70,1,7,85,
2,71,1,1,80,
2,71,1,2,105,
2,71,1,3,65,
2,71,1,6,70,
2,71,1,7,100,
2,72,1,1,40,
2,72,1,2,40,
2,72,1,3,35,
2,72,1,6,70,
2,72,1,7,100,
2,73,1,1,80,
2,73,1,2,70,
2,73,1,3,65,
2,73,1,6,100,
2,73,1,7,120,
2,74,1,1,40,
2,74,1,2,80,
2,74,1,3,100,
2,74,1,6,20,
2,74,1,7,30,
2,75,1,1,55,
2,75,1,2,95,
2,75,1,3,115,
2,75,1,6,35,
2,75,1,7,45,
2,76,1,1,80,
2,76,1,2,110,
2,76,1,3,130,
2,76,1,6,45,
2,76,1,7,55,
2,77,1,1,50,
2,77,1,2,85,
2,77,1,3,55,
2,77,1,6,90,
2,77,1,7,65,
2,78,1,1,65,
2,78,1,2,100,
2,78,1,3,70,
2,78,1,6,105,
2,78,1,7,80,
2,79,1,1,90,
2,79,1,2,65,
2,79,1,3,65,
2,79,1,6,15,
2,79,1,7,40,
2,80,1,1,95,
2,80,1,2,75,
2,80,1,3,110,
2,80,1,6,30,
2,80,1,7,80,
2,81,1,1,25,
2,81,1,2,35,
2,81,1,3,70,
2,81,1,6,45,
2,81,1,7,95,
2,82,1,1,50,
2,82,1,2,60,
2,82,1,3,95,
2,82,1,6,70,
2,82,1,7,120,
2,83,1,1,52,
2,83,1,2,65,
2,83,1,3,55,
2,83,1,6,60,
2,83,1,7,58,
2,84,1,1,35,
2,84,1,2,85,
2,84,1,3,45,
2,84,1,6,75,
2,84,1,7,35,
2,85,1,1,60,
2,85,1,2,110,
2,85,1,3,70,
2,85,1,6,100,
2,85,1,7,60,
2,86,1,1,65,
2,86,1,2,45,
2,86,1,3,55,
2,86,1,6,45,
2,86,1,7,70,
2,87,1,1,90,
2,87,1,2,70,
2,87,1,3,80,
2,87,1,6,70,
2,87,1,7,95,
2,88,1,1,80,
2,88,1,2,80,
2,88,1,3,50,
2,88,1,6,25,
2,88,1,7,40,
2,89,1,1,105,
2,89,1,2,105,
2,89,1,3,75,
2,89,1,6,50,
2,89,1,7,65,
2,90,1,1,30,
2,90,1,2,65,
2,90,1,3,100,
2,90,1,6,40,
2,90,1,7,45,
2,91,1,1,50,
2,91,1,2,95,
2,91,1,3,180,
2,91,1,6,70,
2,91,1,7,85,
2,92,1,1,30,
2,92,1,2,35,
2,92,1,3,30,
2,92,1,6,80,
2,92,1,7,100,
2,93,1,1,45,
2,93,1,2,50,
2,93,1,3,45,
2,93,1,6,95,
2,93,1,7,115,
2,94,1,1,60,
2,94,1,2,65,
2,94,1,3,60,
2,94,1,6,110,
2,94,1,7,130,
2,95,1,1,35,
2,95,1,2,45,
2,95,1,3,160,
2,95,1,6,70,
2,95,1,7,30,
2,96,1,1,60,
2,96,1,2,48,
2,96,1,3,45,
2,96,1,6,42,
2,96,1,7,90,
2,97,1,1,85,
2,97,1,2,73,
2,97,1,3,70,
2,97,1,6,67,
2,97,1,7,115,
2,98,1,1,30,
2,98,1,2,105,
2,98,1,3,90,
2,98,1,6,50,
2,98,1,7,25,
2,99,1,1,55,
2,99,1,2,130,
2,99,1,3,115,
2,99,1,6,75,
2,99,1,7,50,
2,100,1,1,40,
2,100,1,2,30,
2,100,1,3,50,
2,100,1,6,100,
2,100,1,7,55,
2,101,1,1,60,
2,101,1,2,50,
2,101,1,3,70,
2,101,1,6,140,
2,101,1,7,80,
2,102,1,1,60,
2,102,1,2,40,
2,102,1,3,80,
2,102,1,6,40,
2,102,1,7,60,
2,103,1,1,95,
2,103,1,2,95,
